price,year,make,model,bodytype,transmission,odometer,drivetrain,age,annual_km
45999,2018,Ram,1500,Truck,Automatic,74650,4x4,5,14930
17497,2008,Gmc,Sierra,Other,Automatic,134612,4x4,15,8974
42900,2019,Ram,1500,Truck,Automatic,47168,4x4,4,11792
41900,2020,Honda,Accord,Sedan,Automatic,16432,fwd,3,5477
15800,2014,Kia,Soul,Hatchback,Automatic,135601,fwd,9,15066
14995,2013,Honda,Civic,Coupe,Automatic,108000,fwd,10,10800
24488,2015,Jeep,Cherokee,SUV,Automatic,138212,4x4,8,17276
58489,2018,Ford,F-150,Truck,Automatic,69736,4x4,5,13947
20900,2015,Kia,Sorento,SUV,Automatic,137125,awd,8,17140
24989,2018,Mazda,Mazda3,Sedan,Automatic,49688,fwd,5,9937
29800,2016,Acura,Rdx,SUV,Automatic,113743,awd,7,16249
28997,2014,Ford,F-150,Truck,Automatic,157811,other,9,17534
28487,2018,Chevrolet,Equinox,SUV,Automatic,100368,awd,5,20073
27997,2018,Hyundai,Santa,SUV,Automatic,141062,awd,5,28212
21499,2017,Hyundai,Elantra,Sedan,Automatic,136749,fwd,6,22791
15988,2013,Jeep,Grand,SUV,Automatic,216871,other,10,21687
26999,2020,Honda,Civic,Sedan,Automatic,12446,fwd,3,4148
17497,2008,Gmc,Sierra,Other,Automatic,134612,4x4,15,8974
42900,2019,Ram,1500,Truck,Automatic,47168,4x4,4,11792
41900,2020,Honda,Accord,Sedan,Automatic,16432,fwd,3,5477
15800,2014,Kia,Soul,Hatchback,Automatic,135601,fwd,9,15066
32997,2019,Hyundai,Tucson,SUV,Automatic,37548,other,4,9387
31200,2013,Honda,Pilot,SUV,Automatic,121413,4x4,10,12141
21980,2016,Nissan,Altima,Sedan,Automatic,118514,fwd,7,16930
18850,2015,Gmc,Sierra,Truck,Automatic,249349,4x4,8,31168
49888,2018,Bmw,X5,SUV,Automatic,61226,awd,5,12245
30990,2018,Dodge,Journey,SUV,Automatic,59000,awd,5,11800
33899,2018,Jeep,Wrangler,SUV,Manual,68883,4x4,5,13776
24904,2017,Mitsubishi,Rvr,SUV,Automatic,92718,4x4,6,15453
28999,2015,Audi,Q3,SUV,Automatic,64082,awd,8,8010
31465,2018,Hyundai,Santa,SUV,Automatic,43386,awd,5,8677
41999,2019,Honda,Cr-v,SUV,Automatic,58716,awd,4,14679
44997,2017,Gmc,Sierra,Other,Automatic,126863,other,6,21143
55988,2017,Jeep,Grand,SUV,Automatic,126128,4x4,6,21021
4000,2010,Ford,F-150,Truck,Automatic,260000,4x4,13,20000
26500,2016,Honda,Accord,Sedan,Automatic,139313,fwd,7,19901
15980,2015,Hyundai,Sonata,Sedan,Automatic,128234,fwd,8,16029
30997,2016,Hyundai,Santa,SUV,Automatic,65409,awd,7,9344
42995,2018,Chevrolet,Colorado,Truck,Automatic,60597,4x4,5,12119
49795,2019,Infiniti,Q50,Sedan,Automatic,64866,awd,4,16216
14649,2015,Chrysler,200,Sedan,Automatic,77923,fwd,8,9740
28859,2019,Mitsubishi,Outlander,SUV,Automatic,47000,4x4,4,11750
29990,2014,Toyota,Tundra,Truck,Automatic,233217,4x4,9,25913
43995,2018,Gmc,Sierra,Truck,Automatic,79000,4x4,5,15800
14995,2016,Kia,Forte,Sedan,Automatic,134000,fwd,7,19142
14995,2013,Honda,Civic,Coupe,Automatic,108000,fwd,10,10800
19895,2017,Ford,Escape,SUV,Automatic,163000,4x4,6,27166
30999,2018,Honda,Civic,Sedan,Manual,68568,fwd,5,13713
32887,2017,Nissan,Murano,SUV,Automatic,70619,awd,6,11769
32997,2017,Ram,1500,Truck,Automatic,171500,4x4,6,28583
8799,2012,Ford,Focus,Hatchback,Automatic,191777,fwd,11,17434
31489,2018,Toyota,Rav4,SUV,Automatic,37147,awd,5,7429
24995,2017,Toyota,Camry,Sedan,Automatic,65000,fwd,6,10833
37887,2020,Jeep,Compass,SUV,Automatic,42615,4x4,3,14205
25950,2014,Audi,A4,Sedan,Automatic,46577,awd,9,5175
16590,2016,Chevrolet,Cruze,Sedan,Automatic,151746,fwd,7,21678
34997,2020,Nissan,Rogue,SUV,Automatic,19253,other,3,6417
34900,2019,Mercedes-benz,Cla,Sedan,Automatic,48073,other,4,12018
25900,2018,Kia,Sportage,SUV,Automatic,115132,awd,5,23026
12900,2013,Jeep,Compass,SUV,Automatic,145557,fwd,10,14555
48900,2018,Nissan,Titan,Truck,Automatic,42913,4x4,5,8582
41900,2019,Nissan,Pathfinder,SUV,Automatic,78263,4x4,4,19565
39900,2020,Nissan,Murano,SUV,Automatic,25420,awd,3,8473
34900,2018,Nissan,Pathfinder,SUV,Automatic,91498,4x4,5,18299
13900,2011,Dodge,Journey,Sedan,Automatic,151683,awd,12,12640
12900,2010,Nissan,Altima,Sedan,Automatic,154293,fwd,13,11868
28900,2015,Ford,Explorer,SUV,Automatic,120895,awd,8,15111
56601,2021,Volvo,Xc40,SUV,Automatic,24000,awd,2,12000
259880,2019,Mercedes,Benz,SUV,Automatic,31216,awd,4,7804
29990,2018,Gmc,Sierra,Truck,Automatic,151644,4x4,5,30328
44995,2018,Toyota,Tacoma,Truck,Automatic,110186,4x4,5,22037
34900,2019,Mercedes-benz,Cla,Sedan,Automatic,48073,other,4,12018
25900,2018,Kia,Sportage,SUV,Automatic,115132,awd,5,23026
12900,2013,Jeep,Compass,SUV,Automatic,145557,fwd,10,14555
48900,2018,Nissan,Titan,Truck,Automatic,42913,4x4,5,8582
41900,2019,Nissan,Pathfinder,SUV,Automatic,78263,4x4,4,19565
34900,2018,Nissan,Pathfinder,SUV,Automatic,91498,4x4,5,18299
13900,2011,Dodge,Journey,Sedan,Automatic,151683,awd,12,12640
12900,2010,Nissan,Altima,Sedan,Automatic,154293,fwd,13,11868
28900,2015,Ford,Explorer,SUV,Automatic,120895,awd,8,15111
17900,2014,Nissan,Rogue,SUV,Automatic,179366,awd,9,19929
27900,2017,Nissan,Rogue,SUV,Automatic,74017,awd,6,12336
15900,2015,Chrysler,200,Sedan,Automatic,83329,fwd,8,10416
37900,2018,Nissan,Murano,SUV,Automatic,81844,awd,5,16368
46588,2020,Infiniti,Qx60,SUV,Automatic,86886,awd,3,28962
35990,2019,Nissan,Pathfinder,SUV,Automatic,74200,4x4,4,18550
18995,2018,Dodge,Grand,Minivan,Automatic,185679,other,5,37135
34887,2019,Hyundai,Tucson,SUV,Automatic,53001,awd,4,13250
36997,2018,Ford,F-150,Truck,Automatic,137783,4x4,5,27556
34990,2020,Dodge,Grand,Minivan,Automatic,17351,fwd,3,5783
46999,2018,Jeep,Wrangler,SUV,Automatic,31176,4x4,5,6235
16489,2014,Dodge,Journey,SUV,Automatic,71429,fwd,9,7936
15489,2015,Chrysler,200,Sedan,Automatic,90375,fwd,8,11296
15790,2018,Kia,Forte,Sedan,Automatic,149229,fwd,5,29845
37995,2012,Ford,Super,Other,Automatic,53874,other,11,4897
31999,2020,Mitsubishi,Rvr,SUV,Automatic,20938,4x4,3,6979
48990,2021,Toyota,Tacoma,Truck,Automatic,13591,4x4,2,6795
37588,2021,Gmc,Terrain,SUV,Automatic,17960,awd,2,8980
97995,2021,Ram,3500,Truck,Automatic,21228,4x4,2,10614
35495,2015,Jeep,Wrangler,SUV,Manual,103473,4x4,8,12934
43488,2019,Toyota,Highlander,SUV,Automatic,49014,awd,4,12253
46988,2019,Volkswagen,Golf,Wagon,Automatic,44252,awd,4,11063
59988,2021,Toyota,Tundra,Truck,Automatic,30006,4x4,2,15003
36888,2018,Toyota,Rav4,SUV,Automatic,49550,awd,5,9910
51288,2019,Toyota,Tacoma,Truck,Automatic,20560,4x4,4,5140
14900,2017,Chevrolet,Silverado,Truck,Automatic,295494,other,6,49249
40888,2016,Volkswagen,Touareg,SUV,Automatic,28195,awd,7,4027
21888,2016,Honda,Civic,Sedan,Automatic,110362,fwd,7,15766
28288,2019,Ford,Taurus,Sedan,Automatic,26328,fwd,4,6582
37488,2016,Lexus,Nx,SUV,Automatic,47484,awd,7,6783
28588,2018,Ford,Ecosport,SUV,Automatic,26580,fwd,5,5316
11988,2015,Toyota,Yaris,Hatchback,Automatic,293174,fwd,8,36646
20488,2017,Chevrolet,Cruze,Sedan,Automatic,121694,fwd,6,20282
44888,2019,Lexus,Nx,SUV,Automatic,29439,awd,4,7359
29588,2020,Toyota,Corolla,Sedan,Automatic,52454,fwd,3,17484
35988,2018,Volkswagen,Beetle,Hatchback,Automatic,28916,fwd,5,5783
27588,2017,Volkswagen,Golf,Hatchback,Automatic,66480,fwd,6,11080
36988,2018,Nissan,Murano,SUV,Automatic,31732,awd,5,6346
40888,2019,Volkswagen,Tiguan,SUV,Automatic,26976,awd,4,6744
21999,2010,Dodge,Challenger,Sedan,Automatic,40152,rwd,13,3088
29588,2019,Volkswagen,Golf,Wagon,Automatic,89493,awd,4,22373
35488,2021,Volkswagen,Tiguan,SUV,Automatic,54192,awd,2,27096
36488,2019,Volkswagen,Beetle,Hatchback,Automatic,57900,fwd,4,14475
36688,2021,Volkswagen,Tiguan,SUV,Automatic,45665,awd,2,22832
68927,2019,Gmc,Yukon,SUV,Automatic,124937,4x4,4,31234
21900,2015,Nissan,Juke,SUV,Automatic,90386,awd,8,11298
29988,2017,Ford,F-150,Truck,Automatic,122575,4x4,6,20429
19888,2017,Chevrolet,Cruze,Sedan,Automatic,109500,fwd,6,18250
42388,2021,Jeep,Cherokee,SUV,Automatic,36500,4x4,2,18250
37488,2016,Lexus,Nx,SUV,Automatic,47484,awd,7,6783
28588,2018,Ford,Ecosport,SUV,Automatic,26580,fwd,5,5316
11988,2015,Toyota,Yaris,Hatchback,Automatic,293174,fwd,8,36646
44888,2019,Lexus,Nx,SUV,Automatic,29439,awd,4,7359
35988,2018,Volkswagen,Beetle,Hatchback,Automatic,28916,fwd,5,5783
29588,2020,Toyota,Corolla,Sedan,Automatic,52454,fwd,3,17484
27588,2017,Volkswagen,Golf,Hatchback,Automatic,66480,fwd,6,11080
36988,2018,Nissan,Murano,SUV,Automatic,31732,awd,5,6346
40888,2019,Volkswagen,Tiguan,SUV,Automatic,26976,awd,4,6744
21999,2010,Dodge,Challenger,Sedan,Automatic,40152,rwd,13,3088
29588,2019,Volkswagen,Golf,Wagon,Automatic,89493,awd,4,22373
35488,2021,Volkswagen,Tiguan,SUV,Automatic,54192,awd,2,27096
36488,2019,Volkswagen,Beetle,Hatchback,Automatic,57900,fwd,4,14475
36688,2021,Volkswagen,Tiguan,SUV,Automatic,45665,awd,2,22832
68927,2019,Gmc,Yukon,SUV,Automatic,124937,4x4,4,31234
46221,2019,Cadillac,Xt5,SUV,Automatic,55606,awd,4,13901
9848,2015,Volkswagen,Tiguan,SUV,Automatic,265595,other,8,33199
93879,2021,Gmc,Sierra,Truck,Automatic,51902,4x4,2,25951
18250,2006,Chevrolet,Silverado,Truck,Automatic,146526,4x4,17,8619
42756,2019,Gmc,Sierra,Truck,Automatic,65105,4x4,4,16276
63563,2021,Jeep,Gladiator,Truck,Automatic,219,4x4,2,109
46470,2018,Bmw,X5,SUV,Automatic,90005,awd,5,18001
86000,2020,Cadillac,Escalade,SUV,Automatic,28003,4x4,3,9334
15930,2013,Gmc,Sierra,Truck,Automatic,282200,4x4,10,28220
57956,2021,Chevrolet,Silverado,Truck,Automatic,11500,4x4,2,5750
64334,2020,Gmc,Sierra,Truck,Automatic,89115,4x4,3,29705
64871,2020,Gmc,Sierra,Truck,Automatic,61765,4x4,3,20588
61901,2020,Chevrolet,Camaro,Sedan,Manual,5712,rwd,3,1904
23118,2018,Toyota,C-hr,SUV,Automatic,127906,fwd,5,25581
46334,2020,Gmc,Terrain,SUV,Automatic,19885,awd,3,6628
67550,2020,Gmc,Sierra,Truck,Automatic,47188,4x4,3,15729
46888,2017,Toyota,Tacoma,Truck,Automatic,81188,4x4,6,13531
40888,2020,Toyota,Rav4,SUV,Automatic,48893,awd,3,16297
37188,2017,Jeep,Grand,SUV,Automatic,89517,4x4,6,14919
49588,2018,Lexus,Rx,SUV,Automatic,57871,awd,5,11574
56888,2021,Toyota,Highlander,SUV,Automatic,15806,awd,2,7903
63318,2021,Toyota,Tundra,Truck,Automatic,18087,4x4,2,9043
34974,2011,Chevrolet,Silverado,Truck,Automatic,144606,4x4,12,12050
25995,2016,Jeep,Cherokee,SUV,Automatic,52342,4x4,7,7477
30690,2020,Mazda,Mazda3,Hatchback,Automatic,47555,awd,3,15851
24489,2020,Toyota,Corolla,Sedan,Automatic,57771,fwd,3,19257
24488,2012,Toyota,4runner,SUV,Automatic,324116,4x4,11,29465
63888,2021,Jeep,Wrangler,SUV,Automatic,21480,4x4,2,10740
32888,2018,Toyota,Rav4,SUV,Automatic,51375,awd,5,10275
49650,2019,Ram,1500,Truck,Automatic,116561,4x4,4,29140
43836,2019,Gmc,Sierra,Truck,Automatic,121650,4x4,4,30412
14649,2015,Chrysler,200,Sedan,Automatic,77923,fwd,8,9740
46755,2020,Chevrolet,Silverado,Truck,Automatic,43200,4x4,3,14400
38002,2017,Chevrolet,Silverado,Truck,Automatic,65208,4x4,6,10868
36822,2018,Chevrolet,Silverado,Truck,Automatic,91985,4x4,5,18397
48000,2017,Gmc,Sierra,Truck,Automatic,153047,4x4,6,25507
70977,2021,Gmc,Sierra,Truck,Automatic,32795,4x4,2,16397
71145,2021,Gmc,Sierra,Truck,Automatic,33625,4x4,2,16812
40833,2018,Cadillac,Cts,Sedan,Automatic,74753,awd,5,14950
24914,2018,Chevrolet,Equinox,SUV,Automatic,87102,awd,5,17420
22625,2016,Ford,Mustang,Sedan,Automatic,115819,rwd,7,16545
28394,2017,Ford,Fusion,Sedan,Automatic,96600,awd,6,16100
49445,2020,Toyota,Tacoma,Truck,Automatic,60932,4x4,3,20310
26705,2018,Buick,Encore,SUV,Automatic,49168,fwd,5,9833
73291,2018,Cadillac,Escalade,SUV,Automatic,105521,4x4,5,21104
25810,2017,Ford,Escape,SUV,Automatic,106560,4x4,6,17760
30826,2016,Volkswagen,Touareg,SUV,Automatic,117808,awd,7,16829
23972,2015,Ford,Mustang,Sedan,Automatic,105665,rwd,8,13208
39888,2019,Toyota,Rav4,SUV,Automatic,124341,awd,4,31085
34388,2018,Toyota,Rav4,SUV,Automatic,44162,awd,5,8832
31888,2015,Infiniti,Qx50,SUV,Automatic,34677,awd,8,4334
23588,2014,Honda,Cr-v,SUV,Automatic,153881,awd,9,17097
58888,2020,Mercedes-benz,Glc,SUV,Automatic,26735,awd,3,8911
33988,2015,Lexus,Rx,SUV,Automatic,169629,awd,8,21203
48588,2017,Toyota,4runner,SUV,Automatic,68770,4x4,6,11461
42888,2019,Nissan,Murano,SUV,Automatic,43228,awd,4,10807
36288,2018,Toyota,Rav4,SUV,Automatic,40067,awd,5,8013
40888,2017,Toyota,4runner,SUV,Automatic,165973,4x4,6,27662
75288,2021,Bmw,X3,SUV,Automatic,25106,awd,2,12553
12995,2013,Kia,Sportage,SUV,Automatic,103411,fwd,10,10341
46999,2020,Ford,Explorer,SUV,Automatic,42424,4x4,3,14141
46273,2018,Toyota,Tundra,Truck,Automatic,100210,4x4,5,20042
51980,2020,Hyundai,Palisade,SUV,Automatic,14697,awd,3,4899
13266,2014,Nissan,Pathfinder,SUV,Automatic,179275,4x4,9,19919
30306,2019,Nissan,Rogue,SUV,Automatic,45170,awd,4,11292
34206,2020,Chevrolet,Equinox,SUV,Automatic,16053,awd,3,5351
29546,2018,Ford,Escape,SUV,Automatic,60123,4x4,5,12024
41266,2018,Jeep,Wrangler,SUV,Automatic,125763,4x4,5,25152
51869,2020,Ram,1500,Truck,Automatic,10882,4x4,3,3627
35888,2017,Toyota,Tacoma,Truck,Automatic,222095,4x4,6,37015
43588,2020,Subaru,Outback,SUV,Automatic,50508,awd,3,16836
33588,2018,Mercedes-benz,Cla,Sedan,Automatic,54450,awd,5,10890
53988,2018,Toyota,Tundra,Truck,Automatic,95824,4x4,5,19164
13988,2009,Acura,Mdx,SUV,Automatic,250430,awd,14,17887
40888,2018,Toyota,Rav4,SUV,Automatic,32685,awd,5,6537
49149,2019,Gmc,Sierra,Truck,Automatic,41359,4x4,4,10339
69000,2018,Dodge,Durango,SUV,Automatic,51438,awd,5,10287
53417,2021,Toyota,Tacoma,Truck,Automatic,7873,4x4,2,3936
28336,2021,Hyundai,Kona,SUV,Automatic,20110,awd,2,10055
37777,2019,Subaru,Impreza,Wagon,Automatic,4834,awd,4,1208
84907,2020,Jeep,Grand,SUV,Automatic,46754,4x4,3,15584
54411,2021,Ford,Ranger,Truck,Automatic,11338,4x4,2,5669
50751,2019,Jeep,Wrangler,SUV,Automatic,62899,4x4,4,15724
81859,2018,Ram,3500,Truck,Automatic,89231,4x4,5,17846
50390,2021,Ram,1500,Truck,Automatic,18717,4x4,2,9358
69765,2021,Ram,1500,Truck,Automatic,28705,4x4,2,14352
62991,2021,Ford,F-150,Truck,Automatic,34578,4x4,2,17289
48399,2018,Jeep,Wrangler,SUV,Automatic,73619,4x4,5,14723
51098,2015,Jeep,Grand,SUV,Automatic,100634,4x4,8,12579
31111,2016,Jeep,Wrangler,SUV,Manual,116153,4x4,7,16593
65998,2021,Jeep,Grand,SUV,Automatic,708,4x4,2,354
29855,2017,Honda,Civic,Sedan,Automatic,86418,fwd,6,14403
45980,2020,Kia,Sorento,SUV,Automatic,21833,awd,3,7277
33135,2014,Mercedes-benz,M-class,SUV,Automatic,139556,awd,9,15506
49979,2018,Jeep,Wrangler,SUV,Automatic,70132,4x4,5,14026
24980,2017,Ford,Fusion,Sedan,Automatic,59657,awd,6,9942
72109,2021,Jeep,Grand,SUV,Automatic,1900,4x4,2,950
23980,2018,Hyundai,Santa,SUV,Automatic,156631,awd,5,31326
51980,2020,Hyundai,Palisade,SUV,Automatic,14697,awd,3,4899
39995,2019,Ram,1500,Truck,Automatic,42739,4x4,4,10684
30899,2016,Honda,Cr-v,SUV,Automatic,43543,awd,7,6220
44775,2020,Jeep,Cherokee,SUV,Automatic,38847,4x4,3,12949
33135,2014,Mercedes-benz,M-class,SUV,Automatic,139556,awd,9,15506
14995,2007,Toyota,Fj,SUV,Automatic,378485,4x4,16,23655
41980,2019,Nissan,Pathfinder,SUV,Automatic,49920,4x4,4,12480
33704,2020,Chevrolet,Equinox,SUV,Automatic,39243,awd,3,13081
25980,2016,Jeep,Cherokee,SUV,Automatic,142106,4x4,7,20300
24980,2013,Lexus,Rx,SUV,Automatic,155367,awd,10,15536
19879,2015,Nissan,Rogue,SUV,Automatic,124787,awd,8,15598
48980,2018,Chevrolet,Silverado,Truck,Automatic,70100,4x4,5,14020
42980,2020,Kia,Sorento,SUV,Automatic,18343,awd,3,6114
23280,2019,Kia,Forte,Sedan,Automatic,102461,fwd,4,25615
46980,2019,Ford,Edge,SUV,Automatic,45977,awd,4,11494
25980,2015,Bmw,3,Sedan,Automatic,81927,awd,8,10240
2400,2006,Ford,Ranger,Truck,Automatic,280000,4x4,17,16470
88789,2020,Ram,2500,Truck,Automatic,50414,4x4,3,16804
59600,2021,Toyota,Highlander,SUV,Automatic,22040,awd,2,11020
45900,2012,Dodge,Ram,Truck,Automatic,246561,4x4,11,22414
24900,2001,Ford,Super,Truck,Automatic,248549,rwd,22,11297
26489,2011,Bmw,3,Convertible,Automatic,53551,rwd,12,4462
47827,2018,Ram,1500,Truck,Automatic,58738,4x4,5,11747
34990,2017,Lexus,Nx,SUV,Automatic,119526,awd,6,19921
52990,2019,Nissan,Armada,SUV,Automatic,56916,4x4,4,14229
19989,2016,Kia,Optima,Sedan,Automatic,48965,fwd,7,6995
7900,2008,Toyota,Rav4,SUV,Automatic,179353,other,15,11956
34990,2017,Dodge,Challenger,Coupe,Automatic,68113,rwd,6,11352
33202,2017,Chevrolet,Traverse,SUV,Automatic,47123,awd,6,7853
43988,2020,Jeep,Grand,SUV,Automatic,48319,4x4,3,16106
33998,2019,Volkswagen,Tiguan,SUV,Automatic,19063,awd,4,4765
27500,2016,Kia,Sportage,SUV,Automatic,69621,awd,7,9945
61898,2020,Gmc,Sierra,Truck,Automatic,62169,4x4,3,20723
51999,2017,Infiniti,Qx80,SUV,Automatic,57527,4x4,6,9587
39900,2017,Ram,1500,Truck,Automatic,97127,4x4,6,16187
56037,2019,Nissan,Armada,SUV,Automatic,62495,4x4,4,15623
33995,2016,Jeep,Wrangler,SUV,Manual,114316,4x4,7,16330
37490,2019,Nissan,Pathfinder,SUV,Automatic,60249,4x4,4,15062
33990,2018,Nissan,Murano,SUV,Automatic,82000,awd,5,16400
33995,2020,Dodge,Grand,Minivan,Automatic,78819,fwd,3,26273
33990,2015,Jeep,Wrangler,SUV,Automatic,119583,4x4,8,14947
27400,2018,Nissan,Rogue,SUV,Automatic,35604,fwd,5,7120
38990,2018,Audi,Q5,SUV,Automatic,69102,awd,5,13820
51995,2020,Dodge,Durango,SUV,Automatic,77025,awd,3,25675
49990,2017,Chevrolet,Silverado,Truck,Automatic,59496,4x4,6,9916
30990,2017,Nissan,Murano,SUV,Automatic,94258,awd,6,15709
32898,2015,Land,Rover,SUV,Automatic,88528,4x4,8,11066
71990,2021,Ram,1500,Truck,Automatic,18504,4x4,2,9252
34490,2019,Ford,Mustang,Sedan,Automatic,24002,rwd,4,6000
25798,2018,Nissan,Rogue,SUV,Automatic,82251,fwd,5,16450
39990,2018,Nissan,Murano,SUV,Automatic,12122,awd,5,2424
41990,2018,Cadillac,Xt5,SUV,Automatic,65123,awd,5,13024
39995,2019,Jeep,Grand,SUV,Automatic,102175,4x4,4,25543
19995,2017,Dodge,Grand,Minivan,Automatic,115033,fwd,6,19172
39995,2017,Dodge,Durango,SUV,Automatic,88506,awd,6,14751
112995,2020,Jeep,Grand,SUV,Automatic,40490,4x4,3,13496
23995,2016,Jeep,Cherokee,SUV,Automatic,111103,4x4,7,15871
26995,2016,Jeep,Cherokee,SUV,Automatic,117672,4x4,7,16810
19995,2015,Dodge,Grand,Minivan,Automatic,76316,fwd,8,9539
35995,2018,Mitsubishi,Outlander,SUV,Automatic,51145,4x4,5,10229
38888,2019,Bmw,4,Sedan,Automatic,58886,4x4,4,14721
12893,2015,Hyundai,Elantra,Sedan,Manual,87039,fwd,8,10879
23990,2013,Ford,F-150,Truck,Automatic,225208,4x4,10,22520
48999,2020,Ford,F-150,Truck,Automatic,56614,4x4,3,18871
36900,2020,Ford,Escape,SUV,Automatic,46070,awd,3,15356
18995,2014,Ram,1500,Truck,Automatic,263587,4x4,9,29287
30990,2017,Nissan,Murano,SUV,Automatic,94258,awd,6,15709
32898,2015,Land,Rover,SUV,Automatic,88528,4x4,8,11066
71990,2021,Ram,1500,Truck,Automatic,18504,4x4,2,9252
34490,2019,Ford,Mustang,Sedan,Automatic,24002,rwd,4,6000
39990,2018,Nissan,Murano,SUV,Automatic,12122,awd,5,2424
25798,2018,Nissan,Rogue,SUV,Automatic,82251,fwd,5,16450
41990,2018,Cadillac,Xt5,SUV,Automatic,65123,awd,5,13024
39995,2019,Jeep,Grand,SUV,Automatic,102175,4x4,4,25543
19995,2017,Dodge,Grand,Minivan,Automatic,115033,fwd,6,19172
39995,2017,Dodge,Durango,SUV,Automatic,88506,awd,6,14751
112995,2020,Jeep,Grand,SUV,Automatic,40490,4x4,3,13496
23995,2016,Jeep,Cherokee,SUV,Automatic,111103,4x4,7,15871
26995,2016,Jeep,Cherokee,SUV,Automatic,117672,4x4,7,16810
19995,2015,Dodge,Grand,Minivan,Automatic,76316,fwd,8,9539
35995,2018,Mitsubishi,Outlander,SUV,Automatic,51145,4x4,5,10229
28489,2021,Toyota,Corolla,Sedan,Automatic,25153,fwd,2,12576
38888,2019,Bmw,4,Sedan,Automatic,58886,4x4,4,14721
12893,2015,Hyundai,Elantra,Sedan,Manual,87039,fwd,8,10879
40998,2018,Toyota,Rav4,SUV,Automatic,18813,awd,5,3762
30789,2016,Mercedes-benz,C-class,Sedan,Automatic,74227,awd,7,10603
20000,2019,Nissan,Sentra,Sedan,Automatic,41473,other,4,10368
48999,2019,Toyota,Tacoma,Truck,Automatic,52393,4x4,4,13098
54990,2017,Ram,2500,Truck,Automatic,106784,4x4,6,17797
39950,2017,Ram,3500,Truck,Automatic,237261,4x4,6,39543
26390,2016,Hyundai,Tucson,SUV,Automatic,71295,awd,7,10185
43888,2019,Nissan,Frontier,Truck,Automatic,29463,4x4,4,7365
99888,2017,Land,Rover,SUV,Automatic,77185,4x4,6,12864
31589,2018,Toyota,Rav4,SUV,Automatic,52872,awd,5,10574
50889,2021,Ram,1500,Truck,Automatic,6780,4x4,2,3390
65288,2021,Chrysler,Pacifica,Minivan,Automatic,1070,fwd,2,535
11990,1993,Gmc,Sierra,Truck,Automatic,185408,4x4,30,6180
73291,2018,Cadillac,Escalade,SUV,Automatic,105521,4x4,5,21104
15995,2016,Dodge,Dart,Sedan,Automatic,74121,fwd,7,10588
31888,2018,Toyota,Rav4,SUV,Automatic,91336,awd,5,18267
42995,2019,Bmw,X3,SUV,Automatic,77037,awd,4,19259
54888,2019,Lexus,Rx,SUV,Automatic,19024,awd,4,4756
42795,2020,Infiniti,Q50,Sedan,Automatic,24586,awd,3,8195
62995,2018,Mercedes-benz,Gle,SUV,Automatic,70025,awd,5,14005
37495,2017,Cadillac,Xt5,SUV,Automatic,106470,awd,6,17745
54995,2020,Gmc,Sierra,Truck,Automatic,21574,4x4,3,7191
57495,2021,Chevrolet,Silverado,Truck,Automatic,26928,4x4,2,13464
36495,2017,Audi,Q5,SUV,Automatic,65304,awd,6,10884
51800,2019,Mercedes-benz,C-class,Sedan,Automatic,34534,awd,4,8633
39888,2019,Infiniti,Qx60,SUV,Automatic,104317,awd,4,26079
61995,2017,Land,Rover,SUV,Automatic,84652,4x4,6,14108
41888,2019,Infiniti,Qx50,SUV,Automatic,76901,awd,4,19225
34299,2014,Gmc,Sierra,Truck,Automatic,139465,4x4,9,15496
101995,2019,Ram,3500,Truck,Automatic,25349,4x4,4,6337
27995,2020,Ford,Ecosport,SUV,Automatic,11151,4x4,3,3717
61975,2021,Volkswagen,Atlas,SUV,Automatic,26438,awd,2,13219
27990,2013,Lexus,Rx,SUV,Automatic,92039,awd,10,9203
45988,2016,Toyota,4runner,SUV,Automatic,68507,4x4,7,9786
36975,2019,Volkswagen,Beetle,Hatchback,Automatic,31359,fwd,4,7839
45980,2020,Nissan,Murano,SUV,Automatic,11000,awd,3,3666
34988,2018,Nissan,Rogue,SUV,Automatic,19485,awd,5,3897
21489,2018,Hyundai,Elantra,Sedan,Automatic,55849,fwd,5,11169
9999,2012,Hyundai,Santa,SUV,Automatic,231887,4x4,11,21080
65990,2020,Chevrolet,Silverado,Truck,Automatic,115153,4x4,3,38384
66540,2019,Gmc,Sierra,Truck,Automatic,47875,4x4,4,11968
24990,2017,Chevrolet,Silverado,Truck,Automatic,176583,4x4,6,29430
45980,2020,Nissan,Murano,SUV,Automatic,11000,awd,3,3666
34988,2018,Nissan,Rogue,SUV,Automatic,19485,awd,5,3897
21489,2018,Hyundai,Elantra,Sedan,Automatic,55849,fwd,5,11169
58998,2019,Lexus,Rx,SUV,Automatic,38107,awd,4,9526
30689,2018,Toyota,Camry,Sedan,Automatic,45589,fwd,5,9117
48799,2018,Chevrolet,Silverado,Truck,Automatic,72000,4x4,5,14400
2900,2010,Mazda,Mazda3,Sedan,Manual,180671,other,13,13897
57975,2021,Volkswagen,Atlas,SUV,Automatic,5653,awd,2,2826
47499,2019,Toyota,Tacoma,Truck,Automatic,55413,4x4,4,13853
44999,2020,Ford,Mustang,Sedan,Manual,9149,rwd,3,3049
44999,2020,Lexus,Nx,SUV,Automatic,20999,awd,3,6999
53999,2021,Chevrolet,Colorado,Truck,Automatic,10700,4x4,2,5350
51975,2020,Toyota,Highlander,SUV,Automatic,36290,awd,3,12096
