price,year,make,model,bodytype,transmission,odometer,drivetrain,age,annual_km
19990,2015,Nissan,Altima,Sedan,Automatic,127242,fwd,8,15905
68995,2019,Ram,1500,Truck,Automatic,74440,other,4,18610
28859,2019,Mitsubishi,Outlander,SUV,Automatic,47000,4x4,4,11750
61918,2020,Chevrolet,Silverado,Truck,Automatic,30314,4x4,3,10104
36900,2017,Chevrolet,Silverado,Truck,Automatic,116808,4x4,6,19468
7900,2013,Ford,F150,Truck,Automatic,331823,other,10,33182
65888,2022,Hyundai,Palisade,SUV,Automatic,6578,awd,1,6578
32980,2017,Acura,Rdx,SUV,Automatic,126729,awd,6,21121
74800,2020,Ford,Expedition,SUV,Automatic,68854,4x4,3,22951
24988,2017,Jeep,Cherokee,SUV,Automatic,104421,awd,6,17403
25299,2016,Jeep,Cherokee,SUV,Automatic,136166,4x4,7,19452
32980,2018,Chevrolet,Equinox,SUV,Automatic,109870,awd,5,21974
34490,2019,Chevrolet,Equinox,SUV,Automatic,55035,awd,4,13758
20999,2016,Jeep,Patriot,SUV,Automatic,95050,4x4,7,13578
68478,2020,Ram,1500,Truck,Automatic,29490,4x4,3,9830
32888,2019,Toyota,Camry,Sedan,Automatic,49783,fwd,4,12445
89974,2021,Chevrolet,Tahoe,Truck,Automatic,13908,awd,2,6954
50687,2014,Dodge,Challenger,Coupe,Manual,20948,rwd,9,2327
39999,2018,Jeep,Wrangler,SUV,Automatic,91351,4x4,5,18270
20999,2016,Jeep,Patriot,SUV,Automatic,95050,4x4,7,13578
68478,2020,Ram,1500,Truck,Automatic,29490,4x4,3,9830
79995,2021,Ford,F-150,Truck,Automatic,16928,4x4,2,8464
32990,2018,Kia,Sorento,SUV,Automatic,71741,awd,5,14348
23435,2018,Mitsubishi,Rvr,SUV,Automatic,51987,fwd,5,10397
56948,2019,Ram,1500,Truck,Automatic,70771,4x4,4,17692
41998,2020,Subaru,Outback,SUV,Automatic,29180,awd,3,9726
26988,2017,Hyundai,Sonata,Sedan,Automatic,92850,fwd,6,15475
33980,2021,Toyota,Camry,Sedan,Automatic,61000,fwd,2,30500
9990,2007,Ford,F-150,Truck,Automatic,250000,4x4,16,15625
10000,2014,Nissan,Sentra,Sedan,Automatic,156389,other,9,17376
62288,2017,Land,Rover,SUV,Automatic,45410,4x4,6,7568
21988,2015,Mitsubishi,Rvr,SUV,Automatic,107133,awd,8,13391
17489,2016,Chevrolet,Cruze,Sedan,Manual,138500,fwd,7,19785
29728,2018,Dodge,Journey,SUV,Automatic,105031,awd,5,21006
55990,2021,Volvo,Xc60,SUV,Automatic,35284,awd,2,17642
4995,2005,Chrysler,300,Sedan,Automatic,202799,rwd,18,11266
15950,2015,Dodge,Grand,Other,Automatic,153220,fwd,8,19152
11695,2010,Ford,Fusion,Sedan,Automatic,130770,awd,13,10059
50567,2020,Ford,F-150,Truck,Automatic,54506,4x4,3,18168
35114,2018,Bmw,3,Sedan,Automatic,71088,awd,5,14217
52988,2019,Ram,1500,Truck,Automatic,111055,4x4,4,27763
19988,2014,Mercedes-benz,Glk-class,SUV,Automatic,150157,awd,9,16684
39660,2016,Chevrolet,Silverado,Truck,Automatic,124991,4x4,7,17855
32631,2018,Gmc,Terrain,SUV,Automatic,116673,awd,5,23334
22142,2017,Honda,Civic,Coupe,Automatic,190564,fwd,6,31760
41888,2019,Ram,1500,Truck,Automatic,39550,4x4,4,9887
34086,2019,Dodge,Grand,Minivan,Automatic,53200,fwd,4,13300
47988,2022,Chrysler,Grand,Minivan,Automatic,10283,fwd,1,10283
24914,2018,Chevrolet,Equinox,SUV,Automatic,87102,awd,5,17420
48990,2018,Toyota,4runner,SUV,Automatic,67708,4x4,5,13541
36990,2017,Nissan,Titan,Truck,Automatic,58346,4x4,6,9724
66540,2019,Gmc,Sierra,Truck,Automatic,47875,4x4,4,11968
37898,2017,Jeep,Grand,SUV,Automatic,70337,4x4,6,11722
47980,2015,Dodge,Challenger,Coupe,Automatic,67946,rwd,8,8493
54500,2021,Ford,Ranger,Truck,Automatic,21775,4x4,2,10887
25988,2018,Mazda,Mazda3,Sedan,Automatic,75193,fwd,5,15038
25988,2019,Kia,Sorento,SUV,Automatic,149329,awd,4,37332
32500,2017,Lincoln,Mkx,SUV,Automatic,110914,awd,6,18485
16998,2012,Nissan,Frontier,Truck,Automatic,229446,4x4,11,20858
64980,2016,Land,Rover,SUV,Automatic,72483,4x4,7,10354
10998,2011,Ford,Escape,SUV,Automatic,198950,4x4,12,16579
91288,2022,Ram,3500,Truck,Automatic,1250,4x4,1,1250
12732,2013,Hyundai,Sonata,Sedan,Automatic,115058,fwd,10,11505
38531,2019,Ram,1500,Truck,Automatic,62182,4x4,4,15545
19888,2017,Mitsubishi,Lancer,Sedan,Automatic,63500,4x4,6,10583
29995,2016,Gmc,Sierra,Truck,Automatic,154800,4x4,7,22114
25980,2016,Mini,Cooper,SUV,Automatic,97889,awd,7,13984
52159,2019,Ford,F-150,Truck,Automatic,78124,4x4,4,19531
32980,2017,Ford,Escape,SUV,Automatic,75572,4x4,6,12595
33980,2019,Dodge,Grand,Minivan,Automatic,124000,fwd,4,31000
49999,2019,Ford,F-150,Truck,Automatic,82971,4x4,4,20742
19500,2016,Ram,1500,Truck,Automatic,218419,other,7,31202
28980,2022,Hyundai,Elantra,Sedan,Manual,32218,fwd,1,32218
45888,2018,Bmw,X3,SUV,Automatic,76033,awd,5,15206
49999,2019,Ram,1500,Truck,Automatic,28561,4x4,4,7140
82784,2020,Ram,2500,Truck,Automatic,47318,4x4,3,15772
37900,2019,Volkswagen,Beetle,Convertible,Automatic,25522,other,4,6380
16998,2012,Nissan,Frontier,Truck,Automatic,229446,4x4,11,20858
64980,2016,Land,Rover,SUV,Automatic,72483,4x4,7,10354
10998,2011,Ford,Escape,SUV,Automatic,198950,4x4,12,16579
91288,2022,Ram,3500,Truck,Automatic,1250,4x4,1,1250
12732,2013,Hyundai,Sonata,Sedan,Automatic,115058,fwd,10,11505
38531,2019,Ram,1500,Truck,Automatic,62182,4x4,4,15545
19888,2017,Mitsubishi,Lancer,Sedan,Automatic,63500,4x4,6,10583
29995,2016,Gmc,Sierra,Truck,Automatic,154800,4x4,7,22114
25980,2016,Mini,Cooper,SUV,Automatic,97889,awd,7,13984
52159,2019,Ford,F-150,Truck,Automatic,78124,4x4,4,19531
33980,2019,Dodge,Grand,Minivan,Automatic,124000,fwd,4,31000
32980,2017,Ford,Escape,SUV,Automatic,75572,4x4,6,12595
49999,2019,Ford,F-150,Truck,Automatic,82971,4x4,4,20742
19500,2016,Ram,1500,Truck,Automatic,218419,other,7,31202
28980,2022,Hyundai,Elantra,Sedan,Manual,32218,fwd,1,32218
59980,2005,Dodge,Ram,Truck,Automatic,8743,4x4,18,485
48032,2021,Ram,1500,Truck,Automatic,39598,4x4,2,19799
36993,2017,Ram,1500,Truck,Automatic,94122,4x4,6,15687
19139,2016,Hyundai,Santa,SUV,Automatic,134313,awd,7,19187
37362,2018,Nissan,Pathfinder,SUV,Automatic,72793,4x4,5,14558
39260,2022,Gmc,Terrain,SUV,Automatic,401,awd,1,401
43988,2018,Dodge,Durango,SUV,Automatic,74557,awd,5,14911
63707,2021,Lexus,Rx,SUV,Automatic,13488,awd,2,6744
21990,2013,Chevrolet,Camaro,Sedan,Automatic,147589,rwd,10,14758
46975,2021,Volkswagen,Tiguan,SUV,Automatic,9939,awd,2,4969
46989,2019,Dodge,Durango,SUV,Automatic,66240,awd,4,16560
21805,2014,Mercedes-benz,Cla-class,Sedan,Automatic,109005,fwd,9,12111
46896,2018,Audi,Q5,SUV,Automatic,18558,other,5,3711
35500,2018,Jeep,Compass,SUV,Automatic,37320,4x4,5,7464
27995,2011,Chevrolet,Silverado,Truck,Automatic,358050,4x4,12,29837
34980,2018,Gmc,Acadia,SUV,Automatic,123875,awd,5,24775
14000,2015,Hyundai,Santa,SUV,Automatic,180092,other,8,22511
20980,2011,Gmc,Acadia,SUV,Automatic,94471,awd,12,7872
43998,2018,Jeep,Wrangler,SUV,Automatic,73777,other,5,14755
49980,2021,Ram,1500,Truck,Automatic,37104,4x4,2,18552
4000,2007,Dodge,Ram,Truck,Automatic,222193,other,16,13887
48613,2020,Nissan,Pathfinder,SUV,Automatic,32029,4x4,3,10676
36927,2022,Hyundai,Tucson,SUV,Automatic,2695,awd,1,2695
52990,2019,Ram,3500,Truck,Automatic,172840,4x4,4,43210
21995,2016,Jeep,Patriot,SUV,Automatic,55725,4x4,7,7960
8995,2011,Ford,Escape,SUV,Automatic,162500,fwd,12,13541
26894,2017,Ford,Escape,SUV,Automatic,54585,4x4,6,9097
12995,2013,Gmc,Sierra,Truck,Automatic,230600,4x4,10,23060
30290,2018,Ford,Escape,SUV,Automatic,61835,4x4,5,12367
37995,2018,Mercedes-benz,Gle,SUV,Automatic,137100,awd,5,27420
2500,2012,Volkswagen,Tiguan,SUV,Automatic,237307,other,11,21573
20498,2013,Hyundai,Santa,SUV,Automatic,129000,other,10,12900
34896,2014,Ford,F150,Truck,Automatic,114400,other,9,12711
17995,2013,Acura,Mdx,SUV,Automatic,268172,awd,10,26817
16990,2015,Toyota,Corolla,Sedan,Automatic,97209,fwd,8,12151
43616,2017,Gmc,Sierra,Truck,Automatic,133889,4x4,6,22314
12995,2015,Gmc,Terrain,SUV,Automatic,173000,fwd,8,21625
26990,2011,Jeep,Wrangler,SUV,Manual,85300,awd,12,7108
2000,2002,Honda,Odyssey,Minivan,Automatic,270000,fwd,21,12857
35000,2020,Ford,Edge,SUV,Automatic,29628,awd,3,9876
64896,2021,Nissan,Titan,Truck,Automatic,37283,other,2,18641
44980,2020,Ram,1500,Truck,Automatic,51321,4x4,3,17107
35298,2018,Volkswagen,Tiguan,SUV,Automatic,79355,awd,5,15871
43973,2018,Acura,Mdx,SUV,Automatic,75052,awd,5,15010
59997,2018,Ford,F-350,Truck,Automatic,210855,4x4,5,42171
9000,2008,Acura,Mdx,SUV,Automatic,222787,other,15,14852
42998,2019,Ford,Explorer,SUV,Automatic,34370,other,4,8592
59995,2021,Toyota,4runner,SUV,Automatic,25655,4x4,2,12827
19988,2017,Ford,Escape,SUV,Automatic,114743,fwd,6,19123
49995,2017,Gmc,Sierra,Truck,Automatic,70146,4x4,6,11691
22000,2018,Chrysler,300,Sedan,Automatic,150839,rwd,5,30167
44995,2015,Chevrolet,Camaro,Sedan,Automatic,12005,rwd,8,1500
33999,2016,Audi,A4,Wagon,Automatic,95500,awd,7,13642
42990,2019,Ford,F-250,Truck,Automatic,157429,4x4,4,39357
39909,2019,Ram,1500,Truck,Automatic,47882,4x4,4,11970
16988,2010,Ford,F-150,Truck,Automatic,157123,4x4,13,12086
51995,2017,Infiniti,Qx80,SUV,Automatic,40729,4x4,6,6788
13967,2013,Chevrolet,Traverse,SUV,Automatic,267215,awd,10,26721
21900,2017,Dodge,Grand,Other,Automatic,112748,other,6,18791
25990,2017,Ram,1500,Truck,Automatic,172519,4x4,6,28753
10498,2014,Ford,Focus,Hatchback,Manual,200453,other,9,22272
54990,2017,Dodge,Challenger,Coupe,Automatic,37069,rwd,6,6178
35278,2017,Dodge,Durango,SUV,Automatic,93565,awd,6,15594
21444,2016,Ram,1500,Truck,Automatic,181272,4x4,7,25896
29188,2017,Kia,Sedona,SUV,Automatic,131682,fwd,6,21947
21990,2013,Chevrolet,Camaro,Sedan,Automatic,147589,rwd,10,14758
13988,2015,Chrysler,200,Sedan,Automatic,107430,fwd,8,13428
18488,2015,Ford,Fusion,Sedan,Automatic,128982,fwd,8,16122
21888,2016,Ford,Mustang,Coupe,Manual,83335,rwd,7,11905
13995,2012,Hyundai,Santa,SUV,Automatic,163544,awd,11,14867
69980,2022,Chrysler,Pacifica,Minivan,Automatic,10145,awd,1,10145
18500,2017,Volkswagen,Jetta,Sedan,Automatic,141248,other,6,23541
38998,2018,Honda,Cr-v,SUV,Automatic,30697,other,5,6139
33990,2012,Ram,2500,Truck,Automatic,187002,4x4,11,17000
38888,2017,Toyota,Highlander,SUV,Automatic,153422,awd,6,25570
21990,2013,Chevrolet,Camaro,Sedan,Automatic,147589,rwd,10,14758
14888,2003,Gmc,Sierra,Truck,Automatic,191000,4x4,20,9550
32999,2015,Lincoln,Navigator,SUV,Automatic,146830,awd,8,18353
10999,2013,Ford,Mustang,Coupe,Manual,129630,rwd,10,12963
21498,2015,Nissan,Juke,SUV,Automatic,89932,other,8,11241
72888,2018,Jeep,Grand,SUV,Automatic,59286,4x4,5,11857
41288,2018,Ram,1500,Truck,Automatic,39741,4x4,5,7948
24288,2015,Jeep,Cherokee,SUV,Automatic,149375,4x4,8,18671
36996,2021,Hyundai,Tucson,SUV,Automatic,32881,awd,2,16440
17498,2014,Ford,Fusion,Sedan,Automatic,88382,other,9,9820
27482,2016,Volkswagen,Tiguan,SUV,Automatic,42224,awd,7,6032
13888,2014,Dodge,Grand,Minivan,Automatic,187239,fwd,9,20804
131888,2022,Jeep,Grand,SUV,Automatic,174,4x4,1,174
46288,2019,Toyota,Highlander,SUV,Automatic,57409,awd,4,14352
29995,2014,Ram,1500,Truck,Automatic,123000,4x4,9,13666
18995,2016,Chevrolet,Trax,SUV,Automatic,93570,awd,7,13367
8995,2013,Jeep,Compass,SUV,Automatic,191348,4x4,10,19134
36975,2019,Volkswagen,Beetle,Hatchback,Automatic,31359,fwd,4,7839
24999,2020,Kia,Sportage,SUV,Automatic,38743,awd,3,12914
18995,2014,Ram,1500,Truck,Automatic,263587,4x4,9,29287
52990,2019,Ram,3500,Truck,Automatic,172840,4x4,4,43210
38888,2019,Toyota,Rav4,SUV,Automatic,84116,awd,4,21029
83888,2021,Ram,1500,Truck,Automatic,30898,4x4,2,15449
39880,2018,Ford,F-150,Truck,Automatic,95989,other,5,19197
35998,2015,Lexus,Is,Sedan,Automatic,39135,awd,8,4891
45888,2020,Ram,1500,Truck,Automatic,16819,4x4,3,5606
62888,2016,Ram,3500,Truck,Automatic,146298,4x4,7,20899
64288,2018,Dodge,Durango,SUV,Automatic,115226,awd,5,23045
37888,2019,Ford,Edge,SUV,Automatic,55304,awd,4,13826
46990,2020,Gmc,Terrain,SUV,Automatic,26000,awd,3,8666
12995,2002,Ford,Mustang,Coupe,Automatic,122925,rwd,21,5853
21995,2017,Mazda,Mazda3,Sedan,Automatic,64374,fwd,6,10729
41995,2020,Ford,F-150,Truck,Automatic,99000,4x4,3,33000
93888,2022,Ram,1500,Truck,Automatic,1987,4x4,1,1987
30888,2018,Honda,Accord,Sedan,Automatic,63568,fwd,5,12713
47777,2018,Ford,F-150,Truck,Automatic,111995,4x4,5,22399
13888,2009,Dodge,Ram,Truck,Automatic,299917,4x4,14,21422
29888,2019,Honda,Civic,Sedan,Automatic,29528,fwd,4,7382
65288,2021,Chrysler,Pacifica,Minivan,Automatic,1070,fwd,2,535
40999,2019,Nissan,Pathfinder,SUV,Automatic,40482,4x4,4,10120
44888,2017,Dodge,Durango,SUV,Automatic,50061,awd,6,8343
25888,2017,Hyundai,Tucson,SUV,Automatic,127683,awd,6,21280
25990,2017,Dodge,Journey,SUV,Automatic,111614,awd,6,18602
40130,2019,Honda,Cr-v,SUV,Automatic,21016,awd,4,5254
18995,2014,Jeep,Grand,SUV,Automatic,226833,4x4,9,25203
44888,2011,Gmc,Sierra,Truck,Automatic,120547,4x4,12,10045
24888,2018,Ford,Fusion,Sedan,Automatic,133999,fwd,5,26799
25995,2016,Jeep,Cherokee,SUV,Automatic,52342,4x4,7,7477
61993,2019,Ford,F-150,Truck,Automatic,82075,4x4,4,20518
14993,2009,Ford,Escape,SUV,Automatic,90961,awd,14,6497
55990,2019,Ram,1500,Truck,Automatic,35862,4x4,4,8965
61796,2020,Ram,1500,Truck,Automatic,43850,4x4,3,14616
35990,2020,Toyota,Rav4,SUV,Automatic,21548,fwd,3,7182
25888,2018,Toyota,Corolla,Sedan,Automatic,79337,fwd,5,15867
16995,2013,Mercedes-benz,C-class,Sedan,Automatic,216287,awd,10,21628
49990,2018,Ram,3500,Truck,Automatic,103629,4x4,5,20725
16888,2016,Mazda,Mazda3,Hatchback,Automatic,0,fwd,7,0
31888,2015,Mercedes-benz,C-class,Sedan,Automatic,128731,awd,8,16091
24888,2018,Hyundai,Elantra,Sedan,Automatic,30900,fwd,5,6180
56888,2019,Jeep,Wrangler,SUV,Automatic,79840,4x4,4,19960
17995,2012,Ram,1500,Truck,Automatic,196557,4x4,11,17868
27990,2014,Ram,1500,Truck,Automatic,163948,4x4,9,18216
15483,2013,Honda,Civic,Sedan,Automatic,114112,fwd,10,11411
42888,2018,Chevrolet,Colorado,Truck,Automatic,43920,4x4,5,8784
21995,2016,Nissan,Rogue,SUV,Automatic,142919,awd,7,20417
30888,2016,Chrysler,300,Sedan,Automatic,116959,awd,7,16708
29888,2020,Toyota,Corolla,Sedan,Automatic,42625,fwd,3,14208
14888,2014,Ford,Escape,SUV,Automatic,107201,4x4,9,11911
46888,2018,Jeep,Wrangler,SUV,Automatic,77536,4x4,5,15507
11995,2012,Ram,1500,Truck,Automatic,284150,4x4,11,25831
99990,2021,Ford,F-350,Truck,Automatic,36268,other,2,18134
36888,2020,Volkswagen,Tiguan,SUV,Automatic,47500,awd,3,15833
53004,2021,Lexus,Nx,SUV,Automatic,21899,awd,2,10949
34995,2018,Jeep,Cherokee,SUV,Automatic,13338,4x4,5,2667
34999,2017,Toyota,Highlander,SUV,Automatic,133600,awd,6,22266
59887,2021,Ford,F-150,Truck,Automatic,15998,4x4,2,7999
61898,2020,Gmc,Sierra,Truck,Automatic,62169,4x4,3,20723
35975,2018,Volkswagen,Tiguan,SUV,Automatic,84755,awd,5,16951
22995,2015,Toyota,Rav4,SUV,Automatic,141000,awd,8,17625
31995,2017,Kia,Sedona,SUV,Automatic,112642,fwd,6,18773
36888,2010,Mercedes-benz,C-class,Sedan,Automatic,76500,rwd,13,5884
25888,2014,Ram,2500,Truck,Automatic,192255,4x4,9,21361
34888,2019,Dodge,Grand,Minivan,Automatic,102594,fwd,4,25648
40888,2019,Ram,1500,Truck,Automatic,96390,4x4,4,24097
19995,2017,Dodge,Grand,Minivan,Automatic,144740,fwd,6,24123
37888,2014,Jeep,Grand,SUV,Automatic,102176,4x4,9,11352
14888,2016,Ford,Fusion,Sedan,Automatic,178666,fwd,7,25523
16888,2016,Hyundai,Sonata,Sedan,Automatic,196779,fwd,7,28111
45990,2019,Ram,1500,Truck,Automatic,52807,4x4,4,13201
94990,2020,Ram,3500,Truck,Automatic,39648,4x4,3,13216
19995,2015,Mitsubishi,Lancer,Sedan,Automatic,95261,4x4,8,11907
44990,2020,Hyundai,Palisade,SUV,Automatic,114745,awd,3,38248
38732,2019,Toyota,Rav4,SUV,Automatic,80015,awd,4,20003
31995,2017,Hyundai,Santa,SUV,Automatic,116176,awd,6,19362
44942,2019,Honda,Odyssey,Minivan,Automatic,50018,fwd,4,12504
26841,2017,Ford,Escape,SUV,Automatic,64802,4x4,6,10800
8995,2006,Cadillac,Escalade,SUV,Automatic,302397,awd,17,17788
15995,2014,Subaru,Impreza,Hatchback,Automatic,101024,awd,9,11224
26995,2018,Dodge,Grand,Minivan,Automatic,123845,fwd,5,24769
9995,2011,Chevrolet,Traverse,SUV,Automatic,160071,fwd,12,13339
20888,2014,Chrysler,300,Sedan,Automatic,76170,other,9,8463
31888,2018,Subaru,Outback,Sedan,Automatic,102222,awd,5,20444
52888,2018,Ford,F-150,Truck,Automatic,66236,4x4,5,13247
39995,2017,Nissan,Armada,SUV,Automatic,128775,4x4,6,21462
56888,2020,Toyota,Highlander,SUV,Automatic,13463,awd,3,4487
29387,2019,Dodge,Grand,Minivan,Automatic,101500,fwd,4,25375
29888,2014,Gmc,Sierra,Truck,Automatic,137668,4x4,9,15296
25888,2019,Kia,Forte,Sedan,Automatic,62143,fwd,4,15535
28995,2014,Ford,F-150,Truck,Automatic,181370,other,9,20152
24995,2017,Kia,Sportage,SUV,Automatic,77865,awd,6,12977
41888,2016,Mercedes-benz,Gle,SUV,Automatic,118408,awd,7,16915
37900,2019,Volkswagen,Beetle,Convertible,Automatic,25522,other,4,6380
29000,2018,Mercedes-benz,Cla,Sedan,Automatic,68386,awd,5,13677
33950,2018,Gmc,Sierra,Other,Automatic,144603,4x4,5,28920
36822,2018,Chevrolet,Silverado,Truck,Automatic,91985,4x4,5,18397
15566,2013,Ford,Escape,SUV,Automatic,146929,4x4,10,14692
41888,2016,Mercedes-benz,Gle,SUV,Automatic,118408,awd,7,16915
53888,2019,Ram,1500,Truck,Automatic,83276,4x4,4,20819
36888,2017,Subaru,Wrx,Sedan,Manual,119092,awd,6,19848
25995,2012,Gmc,Sierra,Truck,Automatic,138829,4x4,11,12620
43995,2018,Ford,Explorer,SUV,Automatic,43748,4x4,5,8749
39990,2020,Hyundai,Santa,SUV,Automatic,24086,awd,3,8028
38995,2019,Ford,Mustang,Convertible,Automatic,45000,rwd,4,11250
41888,2022,Jeep,Compass,SUV,Automatic,29,4x4,1,29
32995,2015,Jeep,Wrangler,SUV,Manual,147537,4x4,8,18442
27995,2017,Nissan,Qashqai,SUV,Automatic,73356,awd,6,12226
53995,2020,Dodge,Durango,SUV,Automatic,64259,awd,3,21419
19995,2012,Mercedes-benz,C-class,Sedan,Automatic,97570,awd,11,8870
27995,2012,Ford,F-250,Truck,Automatic,193798,4x4,11,17618
27777,2017,Chevrolet,Traverse,SUV,Automatic,158854,awd,6,26475
35888,2020,Nissan,Rogue,SUV,Automatic,71750,awd,3,23916
51995,2022,Nissan,Frontier,Truck,Automatic,9112,4x4,1,9112
30990,2019,Volkswagen,Golf,Hatchback,Manual,22388,fwd,4,5597
35731,2018,Nissan,Murano,SUV,Automatic,74380,awd,5,14876
22888,2017,Hyundai,Elantra,Sedan,Automatic,110564,fwd,6,18427
41888,2018,Lexus,Nx,SUV,Automatic,78024,awd,5,15604
7888,2011,Mitsubishi,Rvr,SUV,Automatic,274536,awd,12,22878
8888,2013,Ram,1500,Truck,Automatic,270627,4x4,10,27062
12995,2008,Nissan,Rogue,SUV,Automatic,123000,awd,15,8200
12888,2015,Hyundai,Sonata,Sedan,Automatic,215787,fwd,8,26973
50906,2021,Acura,Tlx,Sedan,Automatic,6500,awd,2,3250
16888,2015,Chevrolet,Cruze,Sedan,Manual,139340,fwd,8,17417
12890,2015,Kia,Forte,Coupe,Manual,171700,fwd,8,21462
18888,2013,Ford,Taurus,Sedan,Automatic,140385,awd,10,14038
42888,2016,Ford,F-150,Truck,Automatic,139584,4x4,7,19940
30888,2017,Dodge,Grand,Minivan,Automatic,109181,fwd,6,18196
25888,2013,Bmw,X5,SUV,Automatic,168200,awd,10,16820
49995,2018,Ford,F-150,Truck,Automatic,74098,4x4,5,14819
37500,2015,Ford,F-150,Truck,Automatic,176490,4x4,8,22061
30488,2018,Chrysler,300,Sedan,Automatic,59085,rwd,5,11817
14993,2009,Ford,Escape,SUV,Automatic,90961,awd,14,6497
32995,2015,Jeep,Wrangler,SUV,Manual,147537,4x4,8,18442
27995,2017,Nissan,Qashqai,SUV,Automatic,73356,awd,6,12226
53995,2020,Dodge,Durango,SUV,Automatic,64259,awd,3,21419
19995,2012,Mercedes-benz,C-class,Sedan,Automatic,97570,awd,11,8870
27995,2012,Ford,F-250,Truck,Automatic,193798,4x4,11,17618
27777,2017,Chevrolet,Traverse,SUV,Automatic,158854,awd,6,26475
21995,2016,Bmw,5,Sedan,Automatic,173461,awd,7,24780
35888,2020,Nissan,Rogue,SUV,Automatic,71750,awd,3,23916
51995,2022,Nissan,Frontier,Truck,Automatic,9112,4x4,1,9112
30990,2019,Volkswagen,Golf,Hatchback,Manual,22388,fwd,4,5597
35731,2018,Nissan,Murano,SUV,Automatic,74380,awd,5,14876
22888,2017,Hyundai,Elantra,Sedan,Automatic,110564,fwd,6,18427
7888,2011,Mitsubishi,Rvr,SUV,Automatic,274536,awd,12,22878
8888,2013,Ram,1500,Truck,Automatic,270627,4x4,10,27062
12995,2008,Nissan,Rogue,SUV,Automatic,123000,awd,15,8200
12888,2015,Hyundai,Sonata,Sedan,Automatic,215787,fwd,8,26973
50906,2021,Acura,Tlx,Sedan,Automatic,6500,awd,2,3250
16888,2015,Chevrolet,Cruze,Sedan,Manual,139340,fwd,8,17417
12890,2015,Kia,Forte,Coupe,Manual,171700,fwd,8,21462
18888,2013,Ford,Taurus,Sedan,Automatic,140385,awd,10,14038
42888,2016,Ford,F-150,Truck,Automatic,139584,4x4,7,19940
30888,2017,Dodge,Grand,Minivan,Automatic,109181,fwd,6,18196
25888,2013,Bmw,X5,SUV,Automatic,168200,awd,10,16820
39990,2017,Volkswagen,Touareg,SUV,Automatic,53589,awd,6,8931
20888,2017,Bmw,3,Sedan,Automatic,199511,awd,6,33251
15995,2015,Chevrolet,Traverse,SUV,Automatic,200357,awd,8,25044
27995,2017,Toyota,Highlander,SUV,Automatic,204910,awd,6,34151
39506,2019,Honda,Accord,Sedan,Automatic,23365,fwd,4,5841
24888,2013,Mercedes-benz,M-class,SUV,Automatic,136572,awd,10,13657
106888,2021,Mercedes-benz,E-class,Sedan,Automatic,9083,awd,2,4541
61995,2020,Ford,Explorer,SUV,Automatic,35754,4x4,3,11918
12995,2013,Honda,Civic,Sedan,Manual,144250,fwd,10,14425
23888,2020,Kia,Forte,Sedan,Automatic,59639,fwd,3,19879
56990,2021,Ram,1500,Truck,Automatic,4521,4x4,2,2260
42868,2019,Ram,1500,Truck,Automatic,37159,4x4,4,9289
32990,2015,Ford,F-150,Truck,Automatic,182983,4x4,8,22872
47906,2021,Acura,Tlx,Sedan,Automatic,18520,awd,2,9260
32888,2018,Mazda,Cx-3,SUV,Automatic,70450,awd,5,14090
12890,2008,Bmw,5,Sedan,Automatic,160500,awd,15,10700
27888,2017,Dodge,Grand,Minivan,Automatic,119903,fwd,6,19983
25888,2016,Dodge,Grand,Minivan,Automatic,53965,fwd,7,7709
22888,2013,Ram,1500,Truck,Automatic,228000,4x4,10,22800
39888,2018,Jeep,Grand,SUV,Automatic,100500,4x4,5,20100
25888,2017,Dodge,Grand,Minivan,Automatic,65820,fwd,6,10970
29888,2018,Hyundai,Santa,SUV,Automatic,93055,awd,5,18611
38888,2020,Nissan,Rogue,SUV,Automatic,48079,awd,3,16026
29888,2020,Toyota,Corolla,Sedan,Automatic,52759,fwd,3,17586
15200,2003,Ford,F-350,Truck,Automatic,272995,4x4,20,13649
13888,2011,Nissan,Juke,SUV,Automatic,167734,awd,12,13977
19995,2012,Bmw,5,Sedan,Automatic,138000,awd,11,12545
37888,2017,Ram,1500,Truck,Automatic,128670,4x4,6,21445
25888,2002,Chevrolet,Camaro,Sedan,Manual,42903,rwd,21,2043
30724,2018,Ford,Escape,SUV,Automatic,34570,4x4,5,6914
26888,2017,Ford,Escape,SUV,Automatic,98527,4x4,6,16421
24985,2013,Gmc,Sierra,Truck,Automatic,85347,4x4,10,8534
31888,2019,Mitsubishi,Outlander,SUV,Automatic,105415,4x4,4,26353
35888,2019,Kia,Sorento,SUV,Automatic,87681,awd,4,21920
33888,2019,Nissan,Pathfinder,SUV,Automatic,98032,4x4,4,24508
29888,2015,Volvo,Xc60,SUV,Automatic,137822,awd,8,17227
45888,2021,Subaru,Outback,Sedan,Automatic,22834,awd,2,11417
45890,2019,Volkswagen,Golf,Hatchback,Manual,62100,awd,4,15525
42888,2018,Dodge,Durango,SUV,Automatic,112264,awd,5,22452
28888,2017,Ford,Edge,SUV,Automatic,110630,awd,6,18438
46288,2018,Jeep,Wrangler,SUV,Automatic,45951,4x4,5,9190
27988,2016,Jeep,Cherokee,SUV,Automatic,100932,4x4,7,14418
21990,2013,Gmc,Acadia,SUV,Automatic,135869,awd,10,13586
35998,2019,Kia,Sportage,SUV,Automatic,71798,awd,4,17949
